pid,uri,title,longitude,latitude,minimum,maximum
50299,https://pleiades.stoa.org/places/50299,Tarachoi,81.50598691179326,7.756747232932038,9310.0,9310.0
50305,https://pleiades.stoa.org/places/50305,Tiagoura,74.204221,20.344225,10000.0,10000.0
50307,https://pleiades.stoa.org/places/50307,Tondamanathan,79.681619,11.52503,10000.0,10000.0
50308,https://pleiades.stoa.org/places/50308,Toparon?,73.58469,16.220106,10000.0,10000.0
50309,https://pleiades.stoa.org/places/50309,Tosale,86.016551,20.141589,10000.0,10000.0
50311,https://pleiades.stoa.org/places/50311,Tropina,76.482942,9.806614,10000.0,10000.0
50320,https://pleiades.stoa.org/places/50320,Vadgaon,74.665214,15.763323,10000.0,10000.0
50322,https://pleiades.stoa.org/places/50322,Valaicchenai,81.630057,6.971356,10000.0,10000.0
50323,https://pleiades.stoa.org/places/50323,Valuvaly,76.546666,10.711186,10000.0,10000.0
50325,https://pleiades.stoa.org/places/50325,Veeravasaram,81.483682,16.467309,10000.0,10000.0
50326,https://pleiades.stoa.org/places/50326,Vellalore,77.055401,10.806522,10000.0,10000.0
50328,https://pleiades.stoa.org/places/50328,Vidiyadurrapuram,80.595167,16.415293,10000.0,10000.0
50329,https://pleiades.stoa.org/places/50329,Vinukonda,83.589194,18.040711,10000.0,10000.0
50332,https://pleiades.stoa.org/places/50332,Waghoda,75.418646,21.151298,10000.0,10000.0
50333,https://pleiades.stoa.org/places/50333,Weepangandla,78.297275,16.280753,10000.0,10000.0
50336,https://pleiades.stoa.org/places/50336,Yelleshwaram,78.970364,16.159267,10000.0,10000.0
50338,https://pleiades.stoa.org/places/50338,Zaba? (island),81.716667,6.4,2000.0,2000.0
59647,https://pleiades.stoa.org/places/59647,Abali,84.76457221623407,24.058429997217498,9310.0,9310.0
59648,https://pleiades.stoa.org/places/59648,Abastanoi/Sambastai,71.59226468671434,28.751810473590666,9310.0,9310.0
59649,https://pleiades.stoa.org/places/59649,Aberia,68.70373216215937,26.222011238527823,9310.0,9310.0
59650,https://pleiades.stoa.org/places/59650,Abii,65.18051698457413,40.44585246840036,9310.0,9310.0
59651,https://pleiades.stoa.org/places/59651,Abiria,74.73711205081261,22.6473654352932,9310.0,9310.0
59652,https://pleiades.stoa.org/places/59652,Abisareis,73.44540747023036,34.03666228050725,9310.0,9310.0
59654,https://pleiades.stoa.org/places/59654,Acutri?,71.08802258775775,34.50671684486372,9310.0,9310.0
59657,https://pleiades.stoa.org/places/59657,Adrestae,74.6708279608821,31.507940963272702,9310.0,9310.0
59658,https://pleiades.stoa.org/places/59658,Agalasseis/Agensonae,70.8824991749093,30.1772226700362,9310.0,9310.0
