created,description,details,provenance,title,uri,id,place_id,accuracy_assessment_uri,accuracy_radius,archaeological_remains,association_certainty,geometry_wkt,year_after_which,year_before_which,location_precision
2010-11-09T19:40:27Z,,,Barrington Atlas: BAtlas 26 C2,Barrington Atlas location,https://pleiades.stoa.org/places/256703/batlas-location,batlas-location,256703,,,unknown,certain,"POLYGON ((-8 39, -7 39, -7 40, -8 40, -8 39))",-30,640,rough
2010-11-09T19:40:26Z,,,Barrington Atlas: BAtlas 26 B3,Barrington Atlas location,https://pleiades.stoa.org/places/256702/batlas-location,batlas-location,256702,,,unknown,certain,"POLYGON ((-9 38, -8 38, -8 39, -9 39, -9 38))",-30,640,rough
2010-11-09T19:34:20Z,,,Barrington Atlas: BAtlas 26 D5 Glaukou? Akra,Barrington Atlas location,https://pleiades.stoa.org/places/256184/batlas-location,batlas-location,256184,,,unknown,certain,"POLYGON ((-7 36, -6 36, -6 37, -7 37, -7 36))",-330,300,rough
2010-11-09T19:39:13Z,,,Barrington Atlas: BAtlas 26 C4 Turduli,Barrington Atlas location,https://pleiades.stoa.org/places/256489/batlas-location,batlas-location,256489,,,unknown,certain,"POLYGON ((-8 37, -7 37, -7 38, -8 38, -8 37))",-330,300,rough
2010-11-09T19:36:14Z,,,Barrington Atlas: BAtlas 26 C3 Mina de Ruy Gomes,Barrington Atlas location,https://pleiades.stoa.org/places/256300/batlas-location,batlas-location,256300,,,unknown,certain,"POLYGON ((-8 38, -7 38, -7 39, -8 39, -8 38))",-750,300,rough
2010-11-09T19:36:49Z,,,Barrington Atlas: BAtlas 26 D5 Oleastrum L.,Barrington Atlas location,https://pleiades.stoa.org/places/256337/batlas-location,batlas-location,256337,,,unknown,certain,"POLYGON ((-7 36, -6 36, -6 37, -7 37, -7 36))",-330,300,rough
2010-11-09T19:37:07Z,,,Barrington Atlas: BAtlas 26 D4 Palma del Condado,Barrington Atlas location,https://pleiades.stoa.org/places/256354/batlas-location,batlas-location,256354,,,unknown,certain,"POLYGON ((-7 37, -6 37, -6 38, -7 38, -7 37))",-30,300,rough
2010-11-09T19:35:55Z,,,Barrington Atlas: BAtlas 26 D4 Maenuba,Barrington Atlas location,https://pleiades.stoa.org/places/256280/batlas-location,batlas-location,256280,,,unknown,certain,"POLYGON ((-7 37, -6 37, -6 38, -7 38, -7 37))",-330,300,rough
2010-11-09T19:35:52Z,,,Barrington Atlas: BAtlas 26 B1 Luaron? Akron,Barrington Atlas location,https://pleiades.stoa.org/places/256274/batlas-location,batlas-location,256274,,,unknown,certain,"POLYGON ((-9 40, -8 40, -8 41, -9 41, -9 40))",-550,640,rough
2010-11-09T19:34:39Z,,,Barrington Atlas: BAtlas 26 C3 Herdade da Chaminé,Barrington Atlas location,https://pleiades.stoa.org/places/256203/batlas-location,batlas-location,256203,,,unknown,certain,"POLYGON ((-8 38, -7 38, -7 39, -8 39, -8 38))",-30,300,rough
2010-11-09T19:30:39Z,,,Barrington Atlas: BAtlas 26 D2,Barrington Atlas location,https://pleiades.stoa.org/places/258212/batlas-location,batlas-location,258212,,,unknown,certain,"POLYGON ((-7 39, -6 39, -6 40, -7 40, -7 39))",-30,640,rough
2010-11-09T19:31:10Z,,,Barrington Atlas: BAtlas 26 D4 Anatolikon Stoma,Barrington Atlas location,https://pleiades.stoa.org/places/255977/batlas-location,batlas-location,255977,,,unknown,certain,"POLYGON ((-7 37, -6 37, -6 38, -7 38, -7 37))",300,640,rough
2010-11-09T19:30:55Z,,,Barrington Atlas: BAtlas 26 C3 Adrus fl.,Barrington Atlas location,https://pleiades.stoa.org/places/255959/batlas-location,batlas-location,255959,,,unknown,certain,"POLYGON ((-8 38, -7 38, -7 39, -8 39, -8 38))",-550,640,rough
2010-11-09T19:30:48Z,,,Barrington Atlas: BAtlas 26 D5 Ad Pontem,Barrington Atlas location,https://pleiades.stoa.org/places/255954/batlas-location,batlas-location,255954,,,unknown,certain,"POLYGON ((-7 36, -6 36, -6 37, -7 37, -7 36))",-30,640,rough
2010-11-09T19:31:02Z,,,Barrington Atlas: BAtlas 26 F4 Alhonoz,Barrington Atlas location,https://pleiades.stoa.org/places/255968/batlas-location,batlas-location,255968,,,unknown,certain,"POLYGON ((-5 37, -4 37, -4 38, -5 38, -5 37))",-750,-30,rough
2010-09-23T04:36:41Z,,,Barrington Atlas: BAtlas 6 C4 Maroae,Barrington Atlas location,https://pleiades.stoa.org/places/59918/batlas-location,batlas-location,59918,,,unknown,certain,"POLYGON ((70 25, 75 25, 75 30, 70 30, 70 25))",-30,300,rough
2010-09-23T04:37:13Z,,,Barrington Atlas: BAtlas 6 C3 Nagara/Dionysopolis,Barrington Atlas location,https://pleiades.stoa.org/places/59942/batlas-location,batlas-location,59942,,,unknown,certain,"POLYGON ((70 30, 75 30, 75 35, 70 35, 70 30))",-30,300,rough
2010-09-23T04:38:12Z,,,Barrington Atlas: BAtlas 6 C3 Parenos?,Barrington Atlas location,https://pleiades.stoa.org/places/59981/batlas-location,batlas-location,59981,,,unknown,certain,"POLYGON ((70 30, 75 30, 75 35, 70 35, 70 30))",-330,-30,rough
2010-09-23T04:36:29Z,,,Barrington Atlas: BAtlas 6 F5 Maleus M.,Barrington Atlas location,https://pleiades.stoa.org/places/59909/batlas-location,batlas-location,59909,,,unknown,certain,"POLYGON ((85 20, 90 20, 90 25, 85 25, 85 20))",-330,640,rough
2010-09-23T04:36:22Z,,,Barrington Atlas: BAtlas 6 C5 Mais fl.,Barrington Atlas location,https://pleiades.stoa.org/places/59905/batlas-location,batlas-location,59905,,,unknown,certain,"POLYGON ((70 20, 75 20, 75 25, 70 25, 70 20))",-30,640,rough
2010-09-23T04:38:35Z,,,Barrington Atlas: BAtlas 6 D4 Persakra,Barrington Atlas location,https://pleiades.stoa.org/places/59991/batlas-location,batlas-location,59991,,,unknown,certain,"POLYGON ((75 25, 80 25, 80 30, 75 30, 75 25))",-30,300,rough
2010-09-23T04:36:23Z,,,Barrington Atlas: BAtlas 6 C3 Malamantos? fl.,Barrington Atlas location,https://pleiades.stoa.org/places/59906/batlas-location,batlas-location,59906,,,unknown,certain,"POLYGON ((70 30, 75 30, 75 35, 70 35, 70 30))",-330,-30,rough
2009-10-15T09:11:02Z,,,Barrington Atlas: BAtlas 61 G4 Schoenus Sinus,Undetermined location,https://pleiades.stoa.org/places/599929/undetermined,undetermined,599929,,,unknown,certain,"POLYGON ((28 36.5, 28.5 36.5, 28.5 37, 28 37, 28 36.5))",-30,300,rough
2009-10-15T09:11:04Z,,,Barrington Atlas: BAtlas 61 E2 Selinousia L.,Undetermined location,https://pleiades.stoa.org/places/599932/undetermined,undetermined,599932,,,unknown,certain,"POLYGON ((27 37.5, 27.5 37.5, 27.5 38, 27 38, 27 37.5))",-30,300,rough
2009-10-15T09:10:49Z,,,Barrington Atlas: BAtlas 61 E2 Pyrra,Undetermined location,https://pleiades.stoa.org/places/599915/undetermined,undetermined,599915,,,unknown,certain,"POLYGON ((27 37.5, 27.5 37.5, 27.5 38, 27 38, 27 37.5))",-30,300,rough
2009-10-15T09:12:16Z,,,Barrington Atlas: BAtlas 61 E3 Zephyrion,Undetermined location,https://pleiades.stoa.org/places/599999/undetermined,undetermined,599999,,,unknown,certain,"POLYGON ((27 37, 27.5 37, 27.5 37.5, 27 37.5, 27 37))",-30,300,rough
2009-10-15T09:10:37Z,,,Barrington Atlas: BAtlas 61 E2 Poseidon Pr.,Undetermined location,https://pleiades.stoa.org/places/599900/undetermined,undetermined,599900,,,unknown,certain,"POLYGON ((27 37.5, 27.5 37.5, 27.5 38, 27 38, 27 37.5))",,,rough
2009-10-15T09:11:03Z,,,Barrington Atlas: BAtlas 61 E2 Selinous fl.,Undetermined location,https://pleiades.stoa.org/places/599931/undetermined,undetermined,599931,,,unknown,certain,"POLYGON ((27 37.5, 27.5 37.5, 27.5 38, 27 38, 27 37.5))",-550,300,rough
2009-10-15T09:11:43Z,,,Barrington Atlas: BAtlas 61 E2 Thebai,Undetermined location,https://pleiades.stoa.org/places/599970/undetermined,undetermined,599970,,,unknown,certain,"POLYGON ((27 37.5, 27.5 37.5, 27.5 38, 27 38, 27 37.5))",-750,-30,rough
2009-10-15T09:07:04Z,,,Barrington Atlas: BAtlas 61 F3 *Kenios fl.,Undetermined location,https://pleiades.stoa.org/places/599704/undetermined,undetermined,599704,,,unknown,certain,"POLYGON ((27.5 37, 28 37, 28 37.5, 27.5 37.5, 27.5 37))",-330,-30,rough
2009-10-15T09:08:13Z,,,Barrington Atlas: BAtlas 61 E2 Lethaios fl.,Undetermined location,https://pleiades.stoa.org/places/599765/undetermined,undetermined,599765,,,unknown,certain,"POLYGON ((27 37.5, 27.5 37.5, 27.5 38, 27 38, 27 37.5))",-30,300,rough
